"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"49200","Sonoma Valley Fire & Rescue Authority","630 2ND ST W",,"Sonoma","CA","95476-6901","630 2ND ST W",,,"Sonoma","CA","95476-6901","707-996-2102","707-996-2868","Sonoma","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.svfra.org/","10","102","36","0","6","8","Yes"
"23040","South Coast Fire Protection District","39215 Church ST",,"Gualala","CA","95445",,,"PO Box 334","Gualala","CA","95445-0334","707-884-4700","707-884-4705","Mendocino","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"4","0","22","0","2","0","Yes"
"17040","South Lake Couny Fire Protection District","21095 State Highway 175",,"Middletown","CA","95461",,,"PO Box 1360","Middletown","CA","95461-1360","707-987-3089","707-987-9478","Lake","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"4","12","0","22","1","0","No"
"09060","South Lake Tahoe Fire Rescue","2101 Lake Tahoe BLVD",,"South Lake Tahoe","CA","96150-6424","2101 Lake Tahoe BLVD",,,"South Lake Tahoe","CA","96150-6424","530-542-6160","530-541-0634","El Dorado","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofslt.us/fire/","4","36","0","0","1","0","Yes"
"27155","South Monterey County Fire Protection District","2221 Garden RD",,"Monterey","CA","93940-5317","2221 Garden RD",,,"Monterey","CA","93940-5317","831-333-4600","831-333-2660","Monterey","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","0","0","50","0","0","No"
"19195","South Pasadena Fire Department","817 Mound AVE",,"South Pasadena","CA","91030-3298","817 Mound AVE",,,"South Pasadena","CA","91030-3298","626-403-7300","626-403-7301","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.southpasadenaca.gov/government/departments/fire","1","20","0","0","2","0","Yes"
"31150","South Placer Fire District","6900 Eureka RD",,"Granite Bay","CA","95746-6531","6900 Eureka RD",,,"Granite Bay","CA","95746-6531","916-791-7059","916-791-2199","Placer","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.southplacerfire.org/","5","42","20","6","2","2","Yes"
"41095","South San Francisco Fire Department","480 N Canal ST",,"South San Francisco","CA","94080","480 N Canal ST",,,"South San Francisco","CA","94080-4603","650-829-3950","650-829-3954","San Mateo","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ssf.net/departments/fire","5","80","0","0","15","0","Yes"
"39120","South San Joaquin County Fire Authority","835 N Central AVE",,"Tracy","CA","95376-4105","835 N Central AVE",,,"Tracy","CA","95376-4105","209-831-6700","209-831-6703","San Joaquin","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://southcountyfa.org/","7","71","0","7","9","0","Yes"
"43045","South Santa Clara County Fire District","15670 Monterey ST",,"Morgan Hill","CA","95037-5431","15670 Monterey ST",,,"Morgan Hill","CA","95037-5431","408-779-2121","408-779-1679","Santa Clara","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ssccfd.com/","3","24","0","15","6","0","No"
"47115","South Yreka Fire Protection District","3420 Easy ST","PO Box 993","Yreka","CA","96097","3420 Easy ST",,,"Yreka","CA","96097","530-842-1477",,"Siskiyou","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","0","0",
"14042","Southern Inyo Fire Protection District","410 Tecopa Hot Springs RD",,"Tecopa","CA","92389",,,"PO Box 51","Tecopa","CA","92389-0051","760-852-4130","760-852-4130","Inyo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","1","6","6","0","0","Yes"
"21045","Southern Marin Fire Protection District","28 Liberty Ship WAY","STE 2800","Sausalito","CA","94965-3319","28 Liberty Ship WAY","STE 2800",,"Sausalito","CA","94965-3319","415-388-8182","415-388-8181","Marin","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.smfd.org/","4","53","0","0","7","0","Yes"
"18065","Spalding Community Services District Fire Department","502-907 Mahogany WAY",,"Susanville","CA","96130-9237","502-907 Mahogany WAY",,,"Susanville","CA","96130-9237","530-825-3258","530-825-3264","Lassen","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","2","0","0","1",
"19240","Speedway Volunteer Fire Department","4323 Corona AVE",,"Norco","CA","92860",,,"PO Box 5744","Norco","CA","92860-8025","951-903-6693",,"Riverside","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://speedwayfire.org/","1","0","30","0","0","5","No"
"43140","Spring Valley Volunteer Fire Department","5579 Sweigert RD",,"San Jose","CA","95132",,,"PO Box 360211","Milpitas","CA","95036-0211","408-228-3997",,"Santa Clara","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.svvfd.org/","1","0","54","0","0","10","No"
"31070","Squaw Valley Fire Department","305 Squaw Valley RD",,"Olympic Valley","CA","96146",,,"PO Box 2522","Olympic Valley","CA","96146-2522","530-583-6111","530-583-0624","Placer","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.svpsd.org/svfd/fire","1","13","0","3","1","0","No"
"28015","St. Helena Fire Department","1480 Main ST",,"Saint Helena","CA","94574","1480 Main ST",,,"Saint Helena","CA","94574-1854","707-967-2880","707-963-7057","Napa","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sthelenafire.com","1","0","0","28","2","0","Yes"
"18030","Standish Litchfield Fire Protection District","PO Box 120",,"Standish","CA","96128-0120",,,"PO Box 120","Standish","CA","96128-0120","530-254-6601",,"Lassen","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","1","4",
"50075","Stanislaus Consolidated Fire Protection District","3324 Topeka ST",,"Riverbank","CA","95367-2330","3324 Topeka ST",,,"Riverbank","CA","95367-2330","209-869-7470","209-869-7475","Stanislaus","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://scfpd.us/","6","51","5","0","2","0","No"
"43145","Stevens Creek Volunteer Fire Department","13826 Stevens Canyon RD",,"Cupertino","CA","95014",,,"PO Box 2673","Cupertino","CA","95015-2673","408-687-3591",,"Santa Clara","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.scvfd.org/Home.html","1","0","7","0","0","1","No"
"21095","Stinson Beach Fire Protection District","3410 Shoreline HWY",,"Stinson Beach","CA","94970",,,"PO Box 127","Stinson Beach","CA","94970-0127","415-868-0622","415-868-9256","Marin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","1","30","2","0","0","Yes"
"39065","Stockton Fire Department","400 E Main ST, 4TH FL",,"Stockton","CA","95202","425 N El Dorado ST",,,"Stockton","CA","95202-1951","209-937-8801","209-937-8836","San Joaquin","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.stocktongov.com/government/departments/fire/default.html","12","182","0","0","29","0","Yes"
"18068","Stones-Bengard Community Service District","509-695 Stone RD, Eagle Lake",,"Susanville","CA","96130","509-695 Stone RD, Eagle Lake",,,"Susanville","CA","96130","530-825-3350","530-825-3350","Lassen","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","4","0","1","0",
"55025","Strawberry Volunteer Fire Department","27217 Tananger LN",,"Strawberry","CA","95375",,,"PO Box 1185","Pinecrest","CA","95364-1185","209-965-3513",,"Tuolumne","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","7","0","1","2","Yes"
"48030","Suisun Fire Protection District","445 Jackson ST",,"Fairfield","CA","94533","445 Jackson ST",,,"Fairfield","CA","94533","707-425-3605","707-425-3615","Solano","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","2","36","0","0","8",
"18040","Susan River Fire Protection District","705-145 US Highway 395 E",,"Susanville","CA","96130-8915","705-145 US Highway 395 E",,,"Susanville","CA","96130-8915","530-257-7477","530-257-7132","Lassen","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","1","23","0","0","1","Yes"
"18035","Susanville Fire Department","1505 Main ST",,"Susanville","CA","96130-4427","1505 Main ST",,,"Susanville","CA","96130-4427","530-257-5152","530-257-5535","Lassen","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.cityofsusanville.net/rooptown/fire-department/","1","8","29","0","1","5","Yes"
"51055","Sutter County Fire Department","1130 Civic Center Blvd STE E",,"Yuba City","CA","95993-3008","1130 Civic Center BLVD",,,"Yuba City","CA","95993-3008","530-822-4575","530-822-7724","Sutter","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"4","21","20","0","0","0","No"
"03035","Sutter Creek Fire Protection District","350 Hanford","PO Box 365","Sutter Creek","CA","95685-0365",,,"PO Box 365","Sutter Creek","CA","95685-0365","209-267-0285","209-267-0587","Amador","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","0","32","0","1","0",
"37224","Sycuan Fire Department","5449 Sycuan RD",,"El Cajon","CA","92019","5449 Sycuan RD",,,"El Cajon","CA","92019-1821","619-445-2893","619-445-6991","San Diego","Career","Tribal government (includes Native American and Alaska Native tribal fire departments)","https://sycuan.com/fire_department.html","2","21","0","0","0","0","Yes"
"15040","Tehachapi City Fire Department","108 Pinon ST",,"Tehachapi","CA","93561","108 Pinon ST",,,"Tehachapi","CA","93561","661-822-2230","661-822-2179","Kern","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.tehachapicityhall.com/firedept.html","1","3","0","15","0","2",
"52030","Tehama County Fire Department","604 Antelope BLVD",,"Red Bluff","CA","96080-2408","604 Antelope BLVD",,,"Red Bluff","CA","96080-2408","530-528-5199","530-529-8538","Tehama","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.tehamacountyfire.org/","15","18","0","83","6","0","Yes"
"33115","Temecula Fire Service","43200 Business Park DR",,"Temecula","CA","92589","43200 Business Park DR",,,"Temecula","CA","92589","951-694-6405","951-506-5169","Riverside","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"4","43","25","0","11","0",
"40075","Templeton Fire and Emergency Services","206 5TH ST",,"Templeton","CA","93465",,,"PO Box 780","Templeton","CA","93465-0780","805-434-4911","805-434-4820","San Luis Obispo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.templetoncsd.org/","1","5","0","30","1","1","Yes"
"47130","Tennant Volunteer Fire Department","13515 Tennant RD",,"Macdoel","CA","96058-9764","13515 Tennant RD",,,"Macdoel","CA","96058-9764","000-000-0000",,"Siskiyou","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","1","0","0","0",
"39115","Thornton Rural Fire District","25999 N Thornton RD",,"Thornton","CA","95686",,,"PO Box 78","Thornton","CA","95686-0078","209-327-0815","209-794-2946","San Joaquin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","4","15","0","0","0","Yes"
"21100","Tiburon Fire Protection District","1679 Tiburon BLVD",,"Tiburon","CA","94920-2511","1679 Tiburon BLVD",,,"Tiburon","CA","94920-2511","415-435-7200","415-435-7205","Marin","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.tiburonfire.org/","2","30","9","0","2","0","Yes"
"49225","Timber Cove Fire Protection District","30800 Seaview RD",,"Cazadero","CA","95421","30800 Seaview RD",,,"Cazadero","CA","95421","707-847-3299","707-847-3279","Sonoma","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","2",
"19200","Torrance Fire Department","1701 Crenshaw BLVD",,"Torrance","CA","90501-3312","1701 Crenshaw BLVD",,,"Torrance","CA","90501-3312","310-781-7000","310-781-7030","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.torranceca.gov/","6","144","0","0","21","0","Yes"
"F4580","Travis AFB Fire Department","191 W ST","60 CES/CEF","Travis AFB","CA","94535","191 W ST","60 CES/CEF",,"Travis AFB","CA","94535","707-424-3886","707-424-0060","Solano","Career","Federal government (Department of Defense fire department)","https://www.travis.af.mil/pages/fire/travisfire.html","4","94","0","0","1","0",
"53015","Trinity Center Volunteer Fire Department","111 Trinity Vista",,"Trinity Center","CA","96091",,,"PO Box 177","Trinity Center","CA","96091-0177","530-266-3420",,"Trinity","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","0","No"
