,Unnamed: 0,FDID,Fire dept name,HQ addr1,HQ addr2,HQ city,HQ state,HQ zip,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County,Dept Type,Organization Type,Website,Number Of Stations,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Primary agency for emergency mgmt,Full_Address,Coordinates_Firestation,Latitude,Longitude
801,801,56025,Ventura City Fire Department,1425 Dowell DR,,Ventura,CA,93003,1425 Dowell DR,,PO Box 99,Ventura,CA,93002,805-339-4300,805-658-9346,Ventura,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.ventura.ca.us/depts/fire/fire.shtm,6,73,0,0,28,0,,"1425 Dowell DR, Ventura, CA","(34.259896, -119.223454)",34.259896,-119.223454
802,802,56020,Ventura County Fire Protection District,165 Durley AVE,,Camarillo,CA,93010,165 Durley AVE,,,Camarillo,CA,93010-8586,805-389-9710,,Ventura,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://fire.countyofventura.org/,31,402,0,0,175,0,Yes,"165 Durley AVE, Camarillo, CA","(34.208881, -119.074656)",34.208881,-119.074656
803,803,36220,Victorville Fire Department,14343 Civic DR,PO Box 5001,Victorville,CA,92393,14343 Civic DR,PO Box 5001,,Victorville,CA,92393,760-955-5226,760-955-1098,San Bernardino,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://ci.victorville.ca.us,4,50,0,35,7,0,,"14343 Civic DR, Victorville, CA","(34.511215, -117.322753)",34.511215,-117.322753
804,804,37235,Viejas Fire Department,1 Viejas Grade RD,,Alpine,CA,91901-1605,1 Viejas Grade RD,,,Alpine,CA,91901-1605,619-659-2376,619-659-2397,San Diego,Mostly career,Tribal government (includes Native American and Alaska Native tribal fire departments),,1,20,10,0,1,0,Yes,"1 Viejas Grade RD, Alpine, CA","(32.854653, -116.698355)",32.854653,-116.698355
805,805,54045,Visalia Fire Department,420 N Burke ST,,Visalia,CA,93292-6516,420 N Burke ST,,,Visalia,CA,93292-6516,559-713-4266,559-713-4808,Tulare,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.visalia.city/depts/fire/default.asp,7,76,0,0,8,0,Yes,"420 N Burke ST, Visalia, CA","(36.33265, -119.28317)",36.33265,-119.28317
806,806,37170,Vista Fire Department,200 Civic Center DR,,Vista,CA,92084-6275,200 Civic Center DR,,,Vista,CA,92084-6275,760-643-5330,760-726-0852,San Diego,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofvista.com/,6,84,0,0,6,0,Yes,"200 Civic Center DR, Vista, CA","(33.203009, -117.234948)",33.203009,-117.234948
807,807,19992,Walt Disney Studios Fire Department,500 N Buena Vista ST,,Burbank,CA,91505-3209,500 N Buena Vista ST,,,Burbank,CA,91505-3209,818-560-1171,818-560-3349,Los Angeles,Mostly volunteer,Private or industrial fire brigade,,2,4,12,0,0,1,,"500 N Buena Vista ST, Burbank, CA","(34.182699, -118.305238)",34.182699,-118.305238
808,808,19035,Warner Bros Studios Fire Department,4000 Warner BLVD,BLDG 39,Burbank,CA,91522,4000 Warner BLVD,BLDG 39,,Burbank,CA,91522-0001,818-954-5640,818-954-5641,Los Angeles,Mostly career,Private or industrial fire brigade,https://www2.warnerbros.com/wbsf/#/home/,1,11,8,0,0,0,No,"4000 Warner BLVD, Burbank, CA","(34.14961, -118.34167)",34.14961,-118.34167
809,809,15411,Wasco State Prison Fire Department (CDCR),701 Scofield AVE,,Wasco,CA,93280-7515,701 Scofield AVE,,,Wasco,CA,93280-7515,661-758-8400,661-758-7616,Kern,Career,State government (includes state forest fire agencies and state institution fire departments),,1,14,0,0,1,0,Yes,"701 Scofield AVE, Wasco, CA","(35.59512, -119.408061)",35.59512,-119.408061
810,810,29095,Washington Fire Department,15406 Washington RD,PO Box 34,Washington,CA,95986,,,PO Box 34,Washington,CA,95986-0034,530-265-4720,,Nevada,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,6,0,0,10,Yes,"15406 Washington RD, Washington, CA","(39.35867, -120.80003)",39.35867,-120.80003
811,811,39105,Waterloo Morada RFPD,6925 E Foppiano LN,,Stockton,CA,95212-9411,6925 E Foppiano LN,,,Stockton,CA,95212-9411,209-931-3107,209-931-6890,San Joaquin,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.wmfire.org/,2,18,0,0,1,0,No,"6925 E Foppiano LN, Stockton, CA","(38.029022, -121.225452)",38.029022,-121.225452
812,812,44080,Watsonville Fire Department,372 Airport BLVD,,Freedom,CA,95019,115 2ND ST,,,Watsonville,CA,95076-4921,831-768-3200,831-763-4198,Santa Cruz,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://cityofwatsonville.org/fire-department,2,34,0,0,1,0,Yes,"372 Airport BLVD, Freedom, CA","(36.93251, -121.78678)",36.93251,-121.78678
813,813,53020,Weaverville Fire Department,125 Bremer St,,Weaverville,CA,96093,,,PO Box 447,Weaverville,CA,96093-0447,530-623-6156,530-623-5115,Trinity,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",www.wfdca.org,2,1,20,0,1,10,No,"125 Bremer St, Weaverville, CA","(40.728275, -122.93955)",40.728275,-122.93955
814,814,47080,Weed City Fire Department,128 Roseburg PKWY,,Weed,CA,96094,,,PO Box 470,Weed,CA,96094-0470,530-938-5030,530-938-5040,Siskiyou,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.weed.ca.us/fire,1,2,0,25,0,0,Yes,"128 Roseburg PKWY, Weed, CA","(41.432005, -122.381834)",41.432005,-122.381834
815,815,32042,West Almanor CSD,947 Long Iron DR,,Chester,CA,96020,947 Long Iron DR,,,Chester,CA,96020,530-259-5112,530-259-5113,Plumas,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.citlink.net/~westalmanorfd/,1,1,15,2,1,5,,"947 Long Iron DR, Chester, CA","(40.237755, -121.204704)",40.237755,-121.204704
816,816,19210,West Covina Fire Department,1444 W Garvey AVE S #218,,West Covina,CA,91790-2716,1444 W Garvey AVE S #218,,,West Covina,CA,91790-2716,626-939-8824,626-939-8650,Los Angeles,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.westcovina.org/departments/fire-,5,71,0,0,5,2,Yes,"1444 W Garvey AVE S #218, West Covina, CA","(None, None)",,
817,817,57035,West Plainfield Fire Department,24901 County Road 95,,Davis,CA,95616-9460,24901 County Road 95,,,Davis,CA,95616-9460,530-756-0212,530-756-2608,Yolo,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.wpfd.net/,1,2,0,18,0,6,Yes,"24901 County Road 95, Davis, CA","(38.57814, -121.858335)",38.57814,-121.858335
818,818,05050,West Point Fire District,195 Spink RD,,West Point,CA,95255,,,PO Box 315,West Point,CA,95255-0315,209-293-7000,209-293-1101,Calaveras,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.westpointfire.org/,2,5,10,0,0,6,No,"195 Spink RD, West Point, CA","(38.401007, -120.530583)",38.401007,-120.530583
819,819,50100,West Stanislaus County Fire Protection District,344 W Las Palmas AVE,,Patterson,CA,95363,,,PO Box 565,Patterson,CA,95363-0565,209-895-8130,209-895-8139,Stanislaus,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.weststanfire.org/,6,4,80,0,3,0,No,"344 W Las Palmas AVE, Patterson, CA","(37.470606, -121.131587)",37.470606,-121.131587
820,820,13060,Westmorland Fire Department,230 W Main ST,,Westmorland,CA,92281,,,PO Box 699,Westmorland,CA,92281-0699,760-344-3411,,Imperial,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,18,0,0,0,Yes,"230 W Main ST, Westmorland, CA","(33.037359, -115.623537)",33.037359,-115.623537
821,821,50065,Westport Fire Protection District,5160 S Carpenter RD,,Modesto,CA,95358,5160 S Carpenter RD,,,Modesto,CA,95358,209-537-1391,209-537-0918,Stanislaus,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,19,0,0,5,,"5160 S Carpenter RD, Modesto, CA","(37.56256, -121.0298)",37.56256,-121.0298
822,822,23910,Westport Volunteer Fire Department,37551 N HWY 1,PO Box 67,Westport,CA,95488,,,PO Box 67,Westport,CA,95488-0067,707-357-4353,,Mendocino,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://westportvfd.org/,1,0,10,0,0,0,Yes,"37551 N HWY 1, Westport, CA","(39.643718, -123.784127)",39.643718,-123.784127
823,823,18050,Westwood Fire Department,206 3rd ST,,Westwood,CA,96137,,,PO Box 319,Westwood,CA,96137-0319,530-256-3589,530-256-3212,Lassen,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,1,17,0,0,1,,"206 3rd ST, Westwood, CA","(38.58919, -121.51)",38.58919,-121.51
824,824,23120,Whale Gulch Volunteer Fire Company,76850B Usal RD,,Whitethorn,CA,95589-8514,76850B Usal RD,,,Whitethorn,CA,95589-8514,707-986-7266,,Mendocino,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,15,0,0,0,,"76850B Usal RD, Whitethorn, CA","(39.982129, -123.975803)",39.982129,-123.975803
825,825,26045,Wheeler Crest Fire Protection District,129 Willow RD,,Swall Meadows,CA,93514-7169,129 Willow RD,,,Swall Meadows,CA,93514-7169,760-387-2519,,Mono,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.wheelercrestfire.org/,1,0,17,0,0,0,Yes,"129 Willow RD, Swall Meadows, CA","(37.509754, -118.638182)",37.509754,-118.638182
826,826,26005,White Mountain Fire Protection District,24931 N HWY 6,PO Box 950,Benton,CA,93512-7404,,,PO Box 950,Benton,CA,93512-0950,760-933-2252,,Inyo,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,12,0,0,12,,"24931 N HWY 6, Benton, CA","(40.547456, -90.000421)",40.547456,-90.000421
827,827,12130,Whitethorn Fire Protection District,Corner of Briceland Thorn RD and Harris Creek RD,,Whitethorn,CA,95589,,,PO Box 183,Whitethorn,CA,95589,707-986-7728,,Humboldt,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,10,0,1,4,,"Corner of Briceland Thorn RD and Harris Creek RD, Whitethorn, CA","(40.024037, -123.943633)",40.024037,-123.943633
828,828,06045,Williams Fire Protection Authority,810 E ST,,Williams,CA,95987,,,PO Box 755,Williams,CA,95987-0755,530-473-2269,530-473-3174,Colusa,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.williamsfireprotectionauthority.org/,1,5,30,0,1,0,No,"810 E ST, Williams, CA","(39.15424, -122.151488)",39.15424,-122.151488
829,829,12135,Willow Creek Volunteer Fire Department,51 Willow RD,PO Box 51,Willow Creek,CA,95573-0051,,,PO Box 51,Willow Creek,CA,95573-0051,530-629-2229,530-629-1979,Humboldt,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,28,0,0,0,,"51 Willow RD, Willow Creek, CA","(40.939827, -123.633276)",40.939827,-123.633276
830,830,57085,Willow Oak Fire Protection District,17535 County RD,,Woodlane,CA,95695,17535 County RD,,,Woodlane,CA,95695,530-662-0781,530-662-5856,Yolo,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,1,32,0,1,5,,"17535 County RD, Woodlane, CA","(38.747372, -121.821044)",38.747372,-121.821044
831,831,11065,Willows Rural Fire Protection District,445 S Butte ST,,Willows,CA,95988-3406,445 S Butte ST,,,Willows,CA,95988-3406,530-934-3322,530-934-5969,Glenn,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,35,0,0,15,No,"445 S Butte ST, Willows, CA","(39.515864, -122.1957)",39.515864,-122.1957
832,832,49130,Wilmar Volunteer Fire Department,3825 Bodega AVE,,Petaluma,CA,94952,3825 Bodega AVE,,,Petaluma,CA,94952-8038,707-765-1995,707-765-9406,Sonoma,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://wilmarfire.com/,1,0,38,0,0,13,No,"3825 Bodega AVE, Petaluma, CA","(38.245016, -122.686045)",38.245016,-122.686045
833,833,34125,Wilton Fire Protection District,9800 Dillard RD,,Wilton,CA,95693,9800 Dillard RD,,,Wilton,CA,95693,916-687-6920,916-687-8920,Sacramento,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.wilton-fire.org,4,0,34,34,1,2,,"9800 Dillard RD, Wilton, CA","(38.401315, -121.257887)",38.401315,-121.257887
834,834,49215,Windsor Fire Protection District,8200 Old Redwood HWY,,Windsor,CA,95492,,,PO Box 530,Windsor,CA,95492-0530,707-838-1170,707-838-1173,Sonoma,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.windsorfire.net/,2,8,0,6,2,0,,"8200 Old Redwood HWY, Windsor, CA","(38.542523, -122.797594)",38.542523,-122.797594
835,835,13065,Winter Haven Fire Protection District,495 S Third AVE,,Winter Haven,CA,92283,495 S Third AVE,,,Winter Haven,CA,92283,760-572-0549,760-572-5615,Imperial,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,0,15,6,0,,"495 S Third AVE, Winter Haven, CA","(32.73682, -114.63763)",32.73682,-114.63763
836,836,57070,Winters Fire Department,10 Abbey ST,,Winters,CA,95694-1702,10 Abbey ST,,,Winters,CA,95694-1702,530-795-4131,530-795-5434,Yolo,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,4,30,0,1,0,,"10 Abbey ST, Winters, CA","(38.522396, -121.969552)",38.522396,-121.969552
837,837,39130,Woodbridge Fire Protection District,400 E Augusta ST,,Woodbridge,CA,95258-9288,400 E Augusta ST,,,Woodbridge,CA,95258-9288,209-369-1945,209-369-4568,San Joaquin,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://woodbridgefire.org/,4,29,15,0,1,0,Yes,"400 E Augusta ST, Woodbridge, CA","(38.154589, -121.311252)",38.154589,-121.311252
838,838,02020,Woodfords Fire Department,60 Diamond Valley RD,,Markleeville,CA,96120,60 Diamond Valley RD,,,Markleeville,CA,96120-9512,530-694-2922,,Alpine,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,25,0,0,0,No,"60 Diamond Valley RD, Markleeville, CA","(38.76962, -119.81639)",38.76962,-119.81639
839,839,54065,Woodlake Fire Protection District,216 E Naranjo BLVD,,Woodlake,CA,93286-1533,216 E Naranjo BLVD,,,Woodlake,CA,93286-1533,559-564-2181,559-564-0266,Tulare,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.woodlakefire.org/,1,4,21,0,0,0,Yes,"216 E Naranjo BLVD, Woodlake, CA","(36.414074, -119.097344)",36.414074,-119.097344
840,840,50070,Woodland Avenue Fire Protection District,3300 Woodland AVE,,Modesto,CA,95358-9502,,,PO Box 119,SALIDA,CA,95368-0119,209-524-4239,209-571-3385,Stanislaus,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,0,15,0,0,0,No,"3300 Woodland AVE, Modesto, CA","(37.652677, -121.055042)",37.652677,-121.055042
841,841,57075,Woodland Fire Department,1000 Lincoln AVE,,Woodland,CA,95695-4100,1000 Lincoln AVE,,,Woodland,CA,95695-4100,530-661-5860,530-661-5873,Yolo,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://cityofwoodland.org/192/Woodland-Fire-Department,4,45,0,0,4,0,Yes,"1000 Lincoln AVE, Woodland, CA","(38.675102, -121.767773)",38.675102,-121.767773
842,842,41105,Woodside Fire Protection District,808 Portola RD,,Portola Valley,CA,94028-7266,808 Portola RD,,,Portola Valley,CA,94028-7266,650-851-1594,650-851-3960,San Mateo,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.woodsidefire.org/,3,45,0,0,8,0,Yes,"808 Portola RD, Portola Valley, CA","(37.383095, -122.230362)",37.383095,-122.230362
843,843,36230,Yermo-Calico Fire Department,38321 Yermo RD,,Yermo,CA,92398,,,PO Box 1210,Yermo,CA,92398-1210,760-254-3408,760-254-3267,San Bernardino,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,15,0,1,1,No,"38321 Yermo RD, Yermo, CA","(34.903794, -116.824056)",34.903794,-116.824056
844,844,57775,Yocha Dehe Fire Department,14170 Golf Course DR,PO Box 186,Brooks,CA,95606,,,PO Box 186,Brooks,CA,95606-0186,530-796-2500,530-796-2558,Yolo,Career,Tribal government (includes Native American and Alaska Native tribal fire departments),,1,32,0,0,3,0,Yes,"14170 Golf Course DR, Brooks, CA","(38.738655, -122.142988)",38.738655,-122.142988
845,845,57090,Yolo Fire Protection District,37720 Sacramento ST,PO Box 466,Yolo,CA,95697,,,PO Box 466,Yolo,CA,95697,530-662-0566,530-662-7022,Yolo,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,23,0,0,13,,"37720 Sacramento ST, Yolo, CA","(38.733395, -121.808053)",38.733395,-121.808053
846,846,47085,Yreka Volunteer Fire Department,401 W Miner,PO Box 1726,Yreka,CA,96097,401 W Miner,PO Box 1726,,Yreka,CA,96097,530-841-2383,530-841-0901,Siskiyou,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,31,0,0,0,,"401 W Miner, Yreka, CA","(41.732022, -122.638703)",41.732022,-122.638703
847,847,51040,Yuba City Fire Department,824 Clark Ave,,Yuba City,CA,95991-4330,824 Clark AVE,,,Yuba City,CA,95991-4330,530-822-4686,530-822-7561,Sutter,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.yubacity.net/city_hall/departments/fire_department,5,52,0,0,3,0,Yes,"824 Clark Ave, Yuba City, CA","(39.137524, -121.626081)",39.137524,-121.626081
848,848,57095,Zamora Fire Protection District,33715 1st ST,PO Box 143,Zamora,CA,95698,,,PO Box 143,Zamora,CA,95698-0143,530-662-8892,530-662-4574,Yolo,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,14,0,0,0,Yes,"33715 1st ST, Zamora, CA","(38.79738, -121.882838)",38.79738,-121.882838
849,849,44040,Zayante Fire Protection District,7700 E Zayante RD,,Felton,CA,95018-8704,7700 E Zayante RD,,,Felton,CA,95018-8704,831-335-5100,831-335-5199,Santa Cruz,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.zayantefire.com/,3,3,0,18,1,0,Yes,"7700 E Zayante RD, Felton, CA","(37.067023, -122.056981)",37.067023,-122.056981
